GO.ID	Term	Annotated	Significant	Expected	classic
GO:0070861	regulation of protein exit from endoplasmic reticulum	6	5	3.94	0.33131
GO:0071501	cellular response to sterol depletion	6	5	3.94	0.33131
GO:0085029	extracellular matrix assembly	6	5	3.94	0.33131
GO:0097031	mitochondrial respiratory chain complex I biogenesis	6	5	3.94	0.33131
GO:1901070	guanosine-containing compound biosynthetic process	6	5	3.94	0.33131
GO:2001017	regulation of retrograde axon cargo transport	6	5	3.94	0.33131
GO:2001019	positive regulation of retrograde axon cargo transport	6	5	3.94	0.33131
GO:0003013	circulatory system process	28	20	18.38	0.33449
GO:0003015	heart process	28	20	18.38	0.33449
GO:0008286	insulin receptor signaling pathway	28	20	18.38	0.33449
GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	28	20	18.38	0.33449
GO:0043044	ATP-dependent chromatin remodeling	28	20	18.38	0.33449
GO:0097190	apoptotic signaling pathway	28	20	18.38	0.33449
GO:1901185	negative regulation of ERBB signaling pathway	28	20	18.38	0.33449
GO:0009583	detection of light stimulus	31	22	20.35	0.33800
GO:0030155	regulation of cell adhesion	31	22	20.35	0.33800
GO:0048675	axon extension	31	22	20.35	0.33800
GO:0006497	protein lipidation	34	24	22.32	0.34085
GO:0016325	oocyte microtubule cytoskeleton organization	34	24	22.32	0.34085
GO:0035214	eye-antennal disc development	34	24	22.32	0.34085
GO:0042158	lipoprotein biosynthetic process	34	24	22.32	0.34085
GO:0006888	ER to Golgi vesicle-mediated transport	37	26	24.29	0.34317
GO:0035151	regulation of tube size, open tracheal system	37	26	24.29	0.34317
GO:0035215	genital disc development	37	26	24.29	0.34317
GO:0010605	negative regulation of macromolecule metabolic process	426	284	279.67	0.34493
GO:0035166	post-embryonic hemopoiesis	40	28	26.26	0.34508
GO:0035167	larval lymph gland hemopoiesis	40	28	26.26	0.34508
GO:0016458	gene silencing	133	90	87.32	0.34651
GO:0016333	morphogenesis of follicular epithelium	46	32	30.2	0.34794
GO:0016311	dephosphorylation	121	82	79.44	0.34831
GO:0000281	mitotic cytokinesis	49	34	32.17	0.34900
GO:0006873	cellular ion homeostasis	49	34	32.17	0.34900
GO:2000241	regulation of reproductive process	49	34	32.17	0.34900
GO:0006643	membrane lipid metabolic process	52	36	34.14	0.34986
GO:0043408	regulation of MAPK cascade	103	70	67.62	0.35062
GO:0001763	morphogenesis of a branching structure	58	40	38.08	0.35112
GO:0097305	response to alcohol	97	66	63.68	0.35123
GO:0001709	cell fate determination	94	64	61.71	0.35150
GO:0007173	epidermal growth factor receptor signaling pathway	61	42	40.05	0.35155
GO:0038127	ERBB signaling pathway	61	42	40.05	0.35155
GO:0006650	glycerophospholipid metabolic process	73	50	47.93	0.35235
GO:0000338	protein deneddylation	9	7	5.91	0.35247
GO:0002027	regulation of heart rate	9	7	5.91	0.35247
GO:0007094	mitotic spindle assembly checkpoint	9	7	5.91	0.35247
GO:0014013	regulation of gliogenesis	9	7	5.91	0.35247
GO:0016332	establishment or maintenance of polarity of embryonic epithelium	9	7	5.91	0.35247
GO:0019933	cAMP-mediated signaling	9	7	5.91	0.35247
GO:0030837	negative regulation of actin filament polymerization	9	7	5.91	0.35247
GO:0031577	spindle checkpoint	9	7	5.91	0.35247
GO:0035082	axoneme assembly	9	7	5.91	0.35247
GO:0035196	production of miRNAs involved in gene silencing by miRNA	9	7	5.91	0.35247
GO:0035209	pupal development	9	7	5.91	0.35247
GO:0035225	determination of genital disc primordium	9	7	5.91	0.35247
GO:0035303	regulation of dephosphorylation	9	7	5.91	0.35247
GO:0035304	regulation of protein dephosphorylation	9	7	5.91	0.35247
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	9	7	5.91	0.35247
GO:0045498	sex comb development	9	7	5.91	0.35247
GO:0045500	sevenless signaling pathway	9	7	5.91	0.35247
GO:0045572	positive regulation of imaginal disc growth	9	7	5.91	0.35247
GO:0046823	negative regulation of nucleocytoplasmic transport	9	7	5.91	0.35247
GO:0048142	germarium-derived cystoblast division	9	7	5.91	0.35247
GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity	9	7	5.91	0.35247
GO:0051453	regulation of intracellular pH	9	7	5.91	0.35247
GO:0051567	histone H3-K9 methylation	9	7	5.91	0.35247
GO:0051924	regulation of calcium ion transport	9	7	5.91	0.35247
GO:0060251	regulation of glial cell proliferation	9	7	5.91	0.35247
GO:0061327	anterior Malpighian tubule development	9	7	5.91	0.35247
GO:0071173	spindle assembly checkpoint	9	7	5.91	0.35247
GO:0071174	mitotic spindle checkpoint	9	7	5.91	0.35247
GO:0090317	negative regulation of intracellular protein transport	9	7	5.91	0.35247
GO:1903510	mucopolysaccharide metabolic process	9	7	5.91	0.35247
GO:1903650	negative regulation of cytoplasmic transport	9	7	5.91	0.35247
GO:1904666	regulation of ubiquitin protein ligase activity	9	7	5.91	0.35247
GO:1904667	negative regulation of ubiquitin protein ligase activity	9	7	5.91	0.35247
GO:0007411	axon guidance	183	123	120.14	0.35745
GO:0006629	lipid metabolic process	313	209	205.49	0.35870
GO:0050896	response to stimulus	1988	1312	1305.14	0.36126
GO:0007417	central nervous system development	159	107	104.38	0.36323
GO:0000096	sulfur amino acid metabolic process	12	9	7.88	0.36431
GO:0001672	regulation of chromatin assembly or disassembly	12	9	7.88	0.36431
GO:0006911	phagocytosis, engulfment	12	9	7.88	0.36431
GO:0007394	dorsal closure, elongation of leading edge cells	12	9	7.88	0.36431
GO:0007436	larval salivary gland morphogenesis	12	9	7.88	0.36431
GO:0007527	adult somatic muscle development	12	9	7.88	0.36431
GO:0007584	response to nutrient	12	9	7.88	0.36431
GO:0009084	glutamine family amino acid biosynthetic process	12	9	7.88	0.36431
GO:0010324	membrane invagination	12	9	7.88	0.36431
GO:0016082	synaptic vesicle priming	12	9	7.88	0.36431
GO:0031333	negative regulation of protein complex assembly	12	9	7.88	0.36431
GO:0032387	negative regulation of intracellular transport	12	9	7.88	0.36431
GO:0035160	maintenance of epithelial integrity, open tracheal system	12	9	7.88	0.36431
GO:0035296	regulation of tube diameter	12	9	7.88	0.36431
GO:0042220	response to cocaine	12	9	7.88	0.36431
GO:0045176	apical protein localization	12	9	7.88	0.36431
GO:0050907	detection of chemical stimulus involved in sensory perception	12	9	7.88	0.36431
GO:0060359	response to ammonium ion	12	9	7.88	0.36431
GO:0060857	establishment of glial blood-brain barrier	12	9	7.88	0.36431
GO:0061041	regulation of wound healing	12	9	7.88	0.36431
GO:0071902	positive regulation of protein serine/threonine kinase activity	12	9	7.88	0.36431
GO:0090303	positive regulation of wound healing	12	9	7.88	0.36431
GO:1901292	nucleoside phosphate catabolic process	12	9	7.88	0.36431
GO:0048469	cell maturation	144	97	94.54	0.36690
GO:0007483	genital disc morphogenesis	15	11	9.85	0.37175
GO:0008363	larval chitin-based cuticle development	15	11	9.85	0.37175
GO:0008594	photoreceptor cell morphogenesis	15	11	9.85	0.37175
GO:0016185	synaptic vesicle budding from presynaptic membrane	15	11	9.85	0.37175
GO:0035112	genitalia morphogenesis	15	11	9.85	0.37175
GO:0042990	regulation of transcription factor import into nucleus	15	11	9.85	0.37175
GO:0042991	transcription factor import into nucleus	15	11	9.85	0.37175
GO:0045433	male courtship behavior, veined wing generated song production	15	11	9.85	0.37175
GO:0045792	negative regulation of cell size	15	11	9.85	0.37175
GO:0046660	female sex differentiation	15	11	9.85	0.37175
GO:0046669	regulation of compound eye retinal cell programmed cell death	15	11	9.85	0.37175
GO:0051098	regulation of binding	15	11	9.85	0.37175
GO:0070328	triglyceride homeostasis	15	11	9.85	0.37175
GO:0090175	regulation of establishment of planar polarity	15	11	9.85	0.37175
GO:0097352	autophagosome maturation	15	11	9.85	0.37175
GO:0097576	vacuole fusion	15	11	9.85	0.37175
GO:0009948	anterior/posterior axis specification	114	77	74.84	0.37429
GO:0007430	terminal branching, open tracheal system	18	13	11.82	0.37673
GO:0008016	regulation of heart contraction	18	13	11.82	0.37673
GO:0030717	karyosome formation	18	13	11.82	0.37673
GO:0035099	hemocyte migration	18	13	11.82	0.37673
GO:0043648	dicarboxylic acid metabolic process	18	13	11.82	0.37673
GO:1903522	regulation of blood circulation	18	13	11.82	0.37673
GO:0016081	synaptic vesicle docking	21	15	13.79	0.38019
GO:0022410	circadian sleep/wake cycle process	21	15	13.79	0.38019
GO:0032104	regulation of response to extracellular stimulus	21	15	13.79	0.38019
GO:0032107	regulation of response to nutrient levels	21	15	13.79	0.38019
GO:0033627	cell adhesion mediated by integrin	21	15	13.79	0.38019
GO:0035162	embryonic hemopoiesis	21	15	13.79	0.38019
GO:0042749	regulation of circadian sleep/wake cycle	21	15	13.79	0.38019
GO:0043486	histone exchange	21	15	13.79	0.38019
GO:0090316	positive regulation of intracellular protein transport	21	15	13.79	0.38019
GO:0007365	periodic partitioning	24	17	15.76	0.38264
GO:0009064	glutamine family amino acid metabolic process	24	17	15.76	0.38264
GO:0010453	regulation of cell fate commitment	24	17	15.76	0.38264
GO:0018208	peptidyl-proline modification	24	17	15.76	0.38264
GO:0033227	dsRNA transport	24	17	15.76	0.38264
GO:0046716	muscle cell cellular homeostasis	24	17	15.76	0.38264
GO:0051259	protein oligomerization	24	17	15.76	0.38264
GO:0006342	chromatin silencing	75	51	49.24	0.38331
GO:0003012	muscle system process	27	19	17.73	0.38438
GO:0030706	germarium-derived oocyte differentiation	27	19	17.73	0.38438
GO:0044282	small molecule catabolic process	69	47	45.3	0.38450
GO:0034330	cell junction organization	63	43	41.36	0.38556
GO:0046847	filopodium assembly	30	21	19.7	0.38561
GO:0042386	hemocyte differentiation	33	23	21.66	0.38645
GO:0071478	cellular response to radiation	33	23	21.66	0.38645
GO:0042157	lipoprotein metabolic process	36	25	23.63	0.38701
GO:0045886	negative regulation of synaptic growth at neuromuscular junction	36	25	23.63	0.38701
GO:0051964	negative regulation of synapse assembly	36	25	23.63	0.38701
GO:1904397	negative regulation of neuromuscular junction development	36	25	23.63	0.38701
GO:0016236	macroautophagy	51	35	33.48	0.38713
GO:0045475	locomotor rhythm	51	35	33.48	0.38713
GO:0071214	cellular response to abiotic stimulus	39	27	25.6	0.38733
GO:0055065	metal ion homeostasis	45	31	29.54	0.38747
GO:0040029	regulation of gene expression, epigenetic	131	88	86	0.39384
GO:0023056	positive regulation of signaling	246	164	161.5	0.39471
GO:0007517	muscle organ development	110	74	72.22	0.40125
GO:0014070	response to organic cyclic compound	110	74	72.22	0.40125
GO:0098813	nuclear chromosome segregation	110	74	72.22	0.40125
GO:0006952	defense response	295	196	193.67	0.41154
GO:0022416	chaeta development	80	54	52.52	0.41287
GO:0071705	nitrogen compound transport	142	95	93.22	0.41326
GO:1903311	regulation of mRNA metabolic process	74	50	48.58	0.41537
GO:0016050	vesicle organization	68	46	44.64	0.41794
GO:0008361	regulation of cell size	65	44	42.67	0.41925
GO:0007018	microtubule-based movement	62	42	40.7	0.42058
GO:0007478	leg disc morphogenesis	62	42	40.7	0.42058
GO:0045216	cell-cell junction organization	62	42	40.7	0.42058
GO:0046488	phosphatidylinositol metabolic process	59	40	38.73	0.42193
GO:0007315	pole plasm assembly	56	38	36.76	0.42329
GO:0009260	ribonucleotide biosynthetic process	56	38	36.76	0.42329
GO:0046390	ribose phosphate biosynthetic process	56	38	36.76	0.42329
GO:0006479	protein methylation	50	34	32.83	0.42608
GO:0008213	protein alkylation	50	34	32.83	0.42608
GO:0010647	positive regulation of cell communication	253	168	166.1	0.42742
GO:0031331	positive regulation of cellular catabolic process	47	32	30.86	0.42751
GO:0050777	negative regulation of immune response	38	26	24.95	0.43189
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	38	26	24.95	0.43189
GO:0031348	negative regulation of defense response	35	24	22.98	0.43337
GO:0050954	sensory perception of mechanical stimulus	35	24	22.98	0.43337
GO:0009156	ribonucleoside monophosphate biosynthetic process	32	22	21.01	0.43487
GO:1990138	neuron projection extension	32	22	21.01	0.43487
GO:0000075	cell cycle checkpoint	91	61	59.74	0.43755
GO:0006405	RNA export from nucleus	26	18	17.07	0.43785
GO:0008347	glial cell migration	26	18	17.07	0.43785
GO:0009247	glycolipid biosynthetic process	26	18	17.07	0.43785
GO:0071559	response to transforming growth factor beta	26	18	17.07	0.43785
GO:0071560	cellular response to transforming growth factor beta stimulus	26	18	17.07	0.43785
GO:0016073	snRNA metabolic process	23	16	15.1	0.43931
GO:0035159	regulation of tube length, open tracheal system	23	16	15.1	0.43931
GO:0044724	single-organism carbohydrate catabolic process	23	16	15.1	0.43931
GO:0006487	protein N-linked glycosylation	20	14	13.13	0.44070
GO:0007097	nuclear migration	20	14	13.13	0.44070
GO:0007484	imaginal disc-derived genitalia development	20	14	13.13	0.44070
GO:0018212	peptidyl-tyrosine modification	20	14	13.13	0.44070
GO:0030048	actin filament-based movement	20	14	13.13	0.44070
GO:0031589	cell-substrate adhesion	20	14	13.13	0.44070
GO:0051090	regulation of sequence-specific DNA binding transcription factor activity	20	14	13.13	0.44070
GO:0072499	photoreceptor cell axon guidance	20	14	13.13	0.44070
GO:0000097	sulfur amino acid biosynthetic process	5	4	3.28	0.44094
GO:0000712	resolution of meiotic recombination intermediates	5	4	3.28	0.44094
GO:0001706	endoderm formation	5	4	3.28	0.44094
GO:0001764	neuron migration	5	4	3.28	0.44094
GO:0002052	positive regulation of neuroblast proliferation	5	4	3.28	0.44094
GO:0002792	negative regulation of peptide secretion	5	4	3.28	0.44094
GO:0006303	double-strand break repair via nonhomologous end joining	5	4	3.28	0.44094
GO:0006560	proline metabolic process	5	4	3.28	0.44094
GO:0007100	mitotic centrosome separation	5	4	3.28	0.44094
GO:0007227	signal transduction downstream of smoothened	5	4	3.28	0.44094
GO:0007228	positive regulation of hh target transcription factor activity	5	4	3.28	0.44094
GO:0007285	primary spermatocyte growth	5	4	3.28	0.44094
GO:0007352	zygotic specification of dorsal/ventral axis	5	4	3.28	0.44094
GO:0007380	specification of segmental identity, head	5	4	3.28	0.44094
GO:0007477	notum development	5	4	3.28	0.44094
GO:0007508	larval heart development	5	4	3.28	0.44094
GO:0007516	hemocyte development	5	4	3.28	0.44094
GO:0008053	mitochondrial fusion	5	4	3.28	0.44094
GO:0009067	aspartate family amino acid biosynthetic process	5	4	3.28	0.44094
GO:0010830	regulation of myotube differentiation	5	4	3.28	0.44094
GO:0014014	negative regulation of gliogenesis	5	4	3.28	0.44094
GO:0014866	skeletal myofibril assembly	5	4	3.28	0.44094
GO:0015014	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	5	4	3.28	0.44094
GO:0016336	establishment or maintenance of polarity of larval imaginal disc epithelium	5	4	3.28	0.44094
GO:0016926	protein desumoylation	5	4	3.28	0.44094
GO:0016973	poly(A)+ mRNA export from nucleus	5	4	3.28	0.44094
GO:0018990	ecdysis, chitin-based cuticle	5	4	3.28	0.44094
GO:0019889	pteridine metabolic process	5	4	3.28	0.44094
GO:0021952	central nervous system projection neuron axonogenesis	5	4	3.28	0.44094
GO:0022898	regulation of transmembrane transporter activity	5	4	3.28	0.44094
GO:0030336	negative regulation of cell migration	5	4	3.28	0.44094
GO:0031644	regulation of neurological system process	5	4	3.28	0.44094
GO:0032007	negative regulation of TOR signaling	5	4	3.28	0.44094
GO:0032409	regulation of transporter activity	5	4	3.28	0.44094
GO:0032412	regulation of ion transmembrane transporter activity	5	4	3.28	0.44094
GO:0032465	regulation of cytokinesis	5	4	3.28	0.44094
GO:0035094	response to nicotine	5	4	3.28	0.44094
GO:0035193	larval central nervous system remodeling	5	4	3.28	0.44094
GO:0035263	genital disc sexually dimorphic development	5	4	3.28	0.44094
GO:0035331	negative regulation of hippo signaling	5	4	3.28	0.44094
GO:0042065	glial cell growth	5	4	3.28	0.44094
GO:0043153	entrainment of circadian clock by photoperiod	5	4	3.28	0.44094
GO:0043984	histone H4-K16 acetylation	5	4	3.28	0.44094
GO:0045069	regulation of viral genome replication	5	4	3.28	0.44094
GO:0045743	positive regulation of fibroblast growth factor receptor signaling pathway	5	4	3.28	0.44094
GO:0046605	regulation of centrosome cycle	5	4	3.28	0.44094
GO:0046888	negative regulation of hormone secretion	5	4	3.28	0.44094
GO:0048047	mating behavior, sex discrimination	5	4	3.28	0.44094
GO:0048312	intracellular distribution of mitochondria	5	4	3.28	0.44094
GO:0051271	negative regulation of cellular component movement	5	4	3.28	0.44094
GO:0060142	regulation of syncytium formation by plasma membrane fusion	5	4	3.28	0.44094
GO:0060253	negative regulation of glial cell proliferation	5	4	3.28	0.44094
GO:0070613	regulation of protein processing	5	4	3.28	0.44094
GO:0070863	positive regulation of protein exit from endoplasmic reticulum	5	4	3.28	0.44094
GO:0070920	regulation of production of small RNA involved in gene silencing by RNA	5	4	3.28	0.44094
GO:0071907	determination of digestive tract left/right asymmetry	5	4	3.28	0.44094
GO:0090090	negative regulation of canonical Wnt signaling pathway	5	4	3.28	0.44094
GO:0090278	negative regulation of peptide hormone secretion	5	4	3.28	0.44094
GO:0090328	regulation of olfactory learning	5	4	3.28	0.44094
GO:0097205	renal filtration	5	4	3.28	0.44094
GO:0097206	nephrocyte filtration	5	4	3.28	0.44094
GO:1901739	regulation of myoblast fusion	5	4	3.28	0.44094
GO:1902805	positive regulation of synaptic vesicle transport	5	4	3.28	0.44094
GO:1903317	regulation of protein maturation	5	4	3.28	0.44094
GO:1990709	presynaptic active zone organization	5	4	3.28	0.44094
GO:2000146	negative regulation of cell motility	5	4	3.28	0.44094
GO:2000179	positive regulation of neural precursor cell proliferation	5	4	3.28	0.44094
GO:0000302	response to reactive oxygen species	17	12	11.16	0.44197
GO:0008543	fibroblast growth factor receptor signaling pathway	17	12	11.16	0.44197
GO:0044344	cellular response to fibroblast growth factor stimulus	17	12	11.16	0.44197
GO:0060969	negative regulation of gene silencing	17	12	11.16	0.44197
GO:0071774	response to fibroblast growth factor	17	12	11.16	0.44197
GO:0072503	cellular divalent inorganic cation homeostasis	17	12	11.16	0.44197
GO:0098728	germline stem cell asymmetric division	17	12	11.16	0.44197
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	14	10	9.19	0.44302
GO:0000413	protein peptidyl-prolyl isomerization	14	10	9.19	0.44302
GO:0006023	aminoglycan biosynthetic process	14	10	9.19	0.44302
GO:0006360	transcription from RNA polymerase I promoter	14	10	9.19	0.44302
GO:0007282	cystoblast division	14	10	9.19	0.44302
GO:0008362	chitin-based embryonic cuticle biosynthetic process	14	10	9.19	0.44302
GO:0009743	response to carbohydrate	14	10	9.19	0.44302
GO:0030539	male genitalia development	14	10	9.19	0.44302
GO:0035126	post-embryonic genitalia morphogenesis	14	10	9.19	0.44302
GO:0043063	intercellular bridge organization	14	10	9.19	0.44302
GO:0043094	cellular metabolic compound salvage	14	10	9.19	0.44302
GO:0048805	imaginal disc-derived genitalia morphogenesis	14	10	9.19	0.44302
GO:0060856	establishment of blood-brain barrier	14	10	9.19	0.44302
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	8	6	5.25	0.44338
GO:0001173	DNA-templated transcriptional start site selection	8	6	5.25	0.44338
GO:0001174	transcriptional start site selection at RNA polymerase II promoter	8	6	5.25	0.44338
GO:0006536	glutamate metabolic process	8	6	5.25	0.44338
GO:0006662	glycerol ether metabolic process	8	6	5.25	0.44338
GO:0006999	nuclear pore organization	8	6	5.25	0.44338
GO:0007440	foregut morphogenesis	8	6	5.25	0.44338
GO:0007482	haltere development	8	6	5.25	0.44338
GO:0007488	histoblast morphogenesis	8	6	5.25	0.44338
GO:0007539	primary sex determination, soma	8	6	5.25	0.44338
GO:0008585	female gonad development	8	6	5.25	0.44338
GO:0010388	cullin deneddylation	8	6	5.25	0.44338
GO:0015858	nucleoside transport	8	6	5.25	0.44338
GO:0016126	sterol biosynthetic process	8	6	5.25	0.44338
GO:0016578	histone deubiquitination	8	6	5.25	0.44338
GO:0018904	ether metabolic process	8	6	5.25	0.44338
GO:0022409	positive regulation of cell-cell adhesion	8	6	5.25	0.44338
GO:0030042	actin filament depolymerization	8	6	5.25	0.44338
GO:0030237	female sex determination	8	6	5.25	0.44338
GO:0030722	establishment of oocyte nucleus localization involved in oocyte dorsal/ventral axis specification	8	6	5.25	0.44338
GO:0031290	retinal ganglion cell axon guidance	8	6	5.25	0.44338
GO:0035216	haltere disc development	8	6	5.25	0.44338
GO:0045477	regulation of nurse cell apoptotic process	8	6	5.25	0.44338
GO:0045851	pH reduction	8	6	5.25	0.44338
GO:0046460	neutral lipid biosynthetic process	8	6	5.25	0.44338
GO:0046463	acylglycerol biosynthetic process	8	6	5.25	0.44338
GO:0046545	development of primary female sexual characteristics	8	6	5.25	0.44338
GO:0048096	chromatin-mediated maintenance of transcription	8	6	5.25	0.44338
GO:0048148	behavioral response to cocaine	8	6	5.25	0.44338
GO:0048167	regulation of synaptic plasticity	8	6	5.25	0.44338
GO:0051048	negative regulation of secretion	8	6	5.25	0.44338
GO:0051452	intracellular pH reduction	8	6	5.25	0.44338
GO:0060632	regulation of microtubule-based movement	8	6	5.25	0.44338
GO:0072384	organelle transport along microtubule	8	6	5.25	0.44338
GO:0090630	activation of GTPase activity	8	6	5.25	0.44338
GO:1901068	guanosine-containing compound metabolic process	8	6	5.25	0.44338
GO:1902591	single-organism membrane budding	8	6	5.25	0.44338
GO:1902653	secondary alcohol biosynthetic process	8	6	5.25	0.44338
GO:1904062	regulation of cation transmembrane transport	8	6	5.25	0.44338
GO:2000648	positive regulation of stem cell proliferation	8	6	5.25	0.44338
GO:0003383	apical constriction	11	8	7.22	0.44364
GO:0006221	pyrimidine nucleotide biosynthetic process	11	8	7.22	0.44364
GO:0007110	meiosis I cytokinesis	11	8	7.22	0.44364
GO:0007184	SMAD protein import into nucleus	11	8	7.22	0.44364
GO:0016080	synaptic vesicle targeting	11	8	7.22	0.44364
GO:0017004	cytochrome complex assembly	11	8	7.22	0.44364
GO:0030518	intracellular steroid hormone receptor signaling pathway	11	8	7.22	0.44364
GO:0031338	regulation of vesicle fusion	11	8	7.22	0.44364
GO:0034285	response to disaccharide	11	8	7.22	0.44364
GO:0035212	cell competition in a multicellular organism	11	8	7.22	0.44364
GO:0042074	cell migration involved in gastrulation	11	8	7.22	0.44364
GO:0042387	plasmatocyte differentiation	11	8	7.22	0.44364
GO:0051340	regulation of ligase activity	11	8	7.22	0.44364
GO:0051668	localization within membrane	11	8	7.22	0.44364
GO:0051785	positive regulation of nuclear division	11	8	7.22	0.44364
GO:0060260	regulation of transcription initiation from RNA polymerase II promoter	11	8	7.22	0.44364
GO:0061343	cell adhesion involved in heart morphogenesis	11	8	7.22	0.44364
GO:2000142	regulation of DNA-templated transcription, initiation	11	8	7.22	0.44364
GO:0032259	methylation	79	53	51.86	0.44457
GO:0045814	negative regulation of gene expression, epigenetic	76	51	49.89	0.44644
GO:0043484	regulation of RNA splicing	73	49	47.93	0.44837
GO:0019827	stem cell population maintenance	70	47	45.96	0.45036
GO:0098727	maintenance of cell number	70	47	45.96	0.45036
GO:0055085	transmembrane transport	319	211	209.43	0.45067
GO:1901135	carbohydrate derivative metabolic process	392	259	257.35	0.45193
GO:0048024	regulation of mRNA splicing, via spliceosome	67	45	43.99	0.45241
GO:1901605	alpha-amino acid metabolic process	67	45	43.99	0.45241
GO:0008298	intracellular mRNA localization	64	43	42.02	0.45452
GO:0007480	imaginal disc-derived leg morphogenesis	61	41	40.05	0.45672
GO:0048754	branching morphogenesis of an epithelial tube	55	37	36.11	0.46137
GO:0060446	branching involved in open tracheal system development	55	37	36.11	0.46137
GO:0061138	morphogenesis of a branching epithelium	55	37	36.11	0.46137
GO:0051046	regulation of secretion	52	35	34.14	0.46385
GO:0060811	intracellular mRNA localization involved in anterior/posterior axis specification	52	35	34.14	0.46385
GO:0006997	nucleus organization	49	33	32.17	0.46644
GO:0010243	response to organonitrogen compound	90	60	59.09	0.46767
GO:0006582	melanin metabolic process	46	31	30.2	0.46916
GO:0007474	imaginal disc-derived wing vein specification	43	29	28.23	0.47203
GO:0048149	behavioral response to ethanol	43	29	28.23	0.47203
GO:0060538	skeletal muscle organ development	43	29	28.23	0.47203
GO:0034728	nucleosome organization	40	27	26.26	0.47508
GO:0045466	R7 cell differentiation	40	27	26.26	0.47508
GO:0001736	establishment of planar polarity	78	52	51.21	0.47697
GO:0007164	establishment of tissue polarity	78	52	51.21	0.47697
GO:0009967	positive regulation of signal transduction	224	148	147.06	0.47757
GO:0006950	response to stress	947	623	621.71	0.47800
GO:0007351	tripartite regional subdivision	110	73	72.22	0.48117
GO:0008595	anterior/posterior axis specification, embryo	110	73	72.22	0.48117
GO:0008258	head involution	34	23	22.32	0.48181
GO:0050684	regulation of mRNA processing	72	48	47.27	0.48211
GO:0010876	lipid localization	69	46	45.3	0.48483
GO:0003007	heart morphogenesis	31	21	20.35	0.48558
GO:0006665	sphingolipid metabolic process	28	19	18.38	0.48969
GO:0006906	vesicle fusion	28	19	18.38	0.48969
GO:0008088	axon cargo transport	28	19	18.38	0.48969
GO:0010001	glial cell differentiation	28	19	18.38	0.48969
GO:0051607	defense response to virus	28	19	18.38	0.48969
GO:0071166	ribonucleoprotein complex localization	28	19	18.38	0.48969
GO:0006891	intra-Golgi vesicle-mediated transport	25	17	16.41	0.49424
GO:0007294	germarium-derived oocyte fate determination	25	17	16.41	0.49424
GO:0021782	glial cell development	25	17	16.41	0.49424
GO:0035195	gene silencing by miRNA	25	17	16.41	0.49424
GO:0072527	pyrimidine-containing compound metabolic process	25	17	16.41	0.49424
GO:0046486	glycerolipid metabolic process	89	59	58.43	0.49825
GO:0048599	oocyte development	121	80	79.44	0.49908
GO:0008103	oocyte microtubule cytoskeleton polarization	22	15	14.44	0.49935
GO:0010821	regulation of mitochondrion organization	22	15	14.44	0.49935
GO:0015833	peptide transport	22	15	14.44	0.49935
GO:0035023	regulation of Rho protein signal transduction	22	15	14.44	0.49935
GO:0042659	regulation of cell fate specification	22	15	14.44	0.49935
GO:0045610	regulation of hemocyte differentiation	22	15	14.44	0.49935
GO:0046667	compound eye retinal cell programmed cell death	22	15	14.44	0.49935
GO:0006164	purine nucleotide biosynthetic process	54	36	35.45	0.50039
GO:0060810	intracellular mRNA localization involved in pattern specification process	54	36	35.45	0.50039
GO:0046700	heterocycle catabolic process	83	55	54.49	0.50384
GO:0000578	embryonic axis specification	115	76	75.5	0.50388
GO:0070646	protein modification by small protein removal	51	34	33.48	0.50400
GO:0006006	glucose metabolic process	19	13	12.47	0.50521
GO:0007419	ventral cord development	19	13	12.47	0.50521
GO:0009914	hormone transport	19	13	12.47	0.50521
GO:0032874	positive regulation of stress-activated MAPK cascade	19	13	12.47	0.50521
GO:0035096	larval midgut cell programmed cell death	19	13	12.47	0.50521
GO:0043628	ncRNA 3'-end processing	19	13	12.47	0.50521
GO:0046879	hormone secretion	19	13	12.47	0.50521
GO:0046883	regulation of hormone secretion	19	13	12.47	0.50521
GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	19	13	12.47	0.50521
GO:0000910	cytokinesis	80	53	52.52	0.50680
GO:0009165	nucleotide biosynthetic process	80	53	52.52	0.50680
GO:1901293	nucleoside phosphate biosynthetic process	80	53	52.52	0.50680
GO:0040018	positive regulation of multicellular organism growth	48	32	31.51	0.50783
GO:0061640	cytoskeleton-dependent cytokinesis	77	51	50.55	0.50986
GO:0034329	cell junction assembly	45	30	29.54	0.51191
GO:0006814	sodium ion transport	16	11	10.5	0.51211
GO:0006874	cellular calcium ion homeostasis	16	11	10.5	0.51211
GO:0010669	epithelial structure maintenance	16	11	10.5	0.51211
GO:0016545	male courtship behavior, veined wing vibration	16	11	10.5	0.51211
GO:0032147	activation of protein kinase activity	16	11	10.5	0.51211
GO:0035277	spiracle morphogenesis, open tracheal system	16	11	10.5	0.51211
